Nom,Cores,Potència,Caché
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 5700G"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.6 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 5700"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.6 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 9 4900HS"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 9 4900H"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 4980U Microsoft Surface® Edition"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 4800U"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 4800HS"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 4800H"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 4700U"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ Threadripper™ 1900X"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 7745"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 5.3 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 7730U"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 7435HS"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ Z1 Extreme"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 5.1 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 9 PRO 6950HS"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.9 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 6860Z"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.75 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 6850HS"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.7 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 5875U"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 5850U"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 5845"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.6 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 5750GE"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.6 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 5750G"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.6 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 5800 (OEM Only)"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.6 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 5700GE"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.6 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 4750U"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 4750GE"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 4750G"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 4700GE (OEM Only)"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 4700G (OEM Only)"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 3700"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 3800XT"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.7 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 3800X"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.5 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 3700X"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 2700X"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 2700"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 2700X"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 2700E Processor"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 2700"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 1700X Processor"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 1700"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 1800X"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 1700X"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 1700 Processor"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-9590"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 5 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-9370"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.7 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-8370E"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-8370 with Wraith cooler"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-8370"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-8350 with Wraith cooler"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-8350"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-8320E"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-8320"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-8310"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""FX-8300"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-8150"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-8120"","
,,,"# of CPU Cores: ""8"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 9600X"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 5.4 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 8640U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.9 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 8645HS"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 8640HS"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.9 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 8600GE"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 8600G"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 8540U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.9 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 8500GE"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 8500G"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 8645HS"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 8640U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.9 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 8640HS"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.9 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 8600G"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 8500G"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 8400F"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.7 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 7640U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.9 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 7640HS"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 7540U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.9 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 7535U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.55 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 7645HX"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 5 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 7640U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.9 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 7640HS"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 7600X"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 5.3 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 7600"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 5.1 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 7545U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.9 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 7540U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.9 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 7535U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.55 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 7535HS"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.55 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 7530U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 7500F"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 5 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 7430U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 6650U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 6650H"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 6600U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 6600HS​"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 6600H"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 5625U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 5625C"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 5600X3D"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: ""96 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 5600X"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.6 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 5600U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 5600HS"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 5600H"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 5600GT"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.6 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 5600G"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 5600"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 5560U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 5500U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 5500GT"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 5500"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 4680U Microsoft Surface® Edition"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 4600U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 4600H"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 4500U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 8540U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.9 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 7645"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 5.1 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 7545U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.9 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 7530U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ Z1"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.9 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 6650HS"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.5 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 5675U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 5655GE"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 5655G"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 5650U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 5650GE"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 5650G"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 5645"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.6 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 5600GE"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 4655GE"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 4655G"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 4650U"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
